id,D1_1,D1_2,D1_3,D1_4,D2_1,D2_2,D2_3,D2_4,D3_1,D3_2,D3_3,D3_4,D4_1,D4_2,D4_3,D4_4,D5_1,D5_2,D5_3,D5_4,CLASS
920,69,13,231,19,44,29,176,25,31,22,163,15,69,8,8,6,75,7,189,12,D5
921,27,2,69,9,67,14,174,29,88,3,153,6,51,16,249,27,47,27,61,12,D3
922,96,28,64,25,22,18,120,2,84,4,98,13,27,18,251,22,50,14,112,10,D3
923,20,9,194,10,73,7,112,28,41,5,151,7,28,22,42,12,98,6,273,21,D5
924,82,24,162,28,20,10,197,5,79,23,106,6,22,29,124,7,56,14,63,28,D3
925,65,6,238,22,50,10,97,9,74,1,258,16,7,23,248,19,21,7,169,7,D3
926,85,9,242,3,10,13,120,-5,23,0,6,22,96,10,122,8,6,18,90,24,D1
927,33,2,86,11,48,4,4,6,84,26,265,4,97,6,234,22,23,3,43,26,D4
928,36,9,295,18,14,16,223,17,59,5,55,16,69,15,80,0,86,5,235,7,D5
929,63,13,286,18,22,0,188,15,35,19,268,7,11,26,189,19,60,5,184,25,D1
930,5,0,159,-5,63,25,46,13,6,18,36,3,79,27,147,11,64,15,160,15,D4
931,40,14,239,7,10,1,52,24,47,17,209,8,77,27,156,17,7,21,212,22,D1
932,53,6,234,16,99,3,150,23,42,1,131,17,51,26,69,4,100,18,153,5,D5
933,22,13,171,28,26,5,193,28,69,20,300,23,5,7,62,28,62,8,211,6,D5
934,17,22,93,10,93,28,12,2,11,10,104,6,1,24,38,0,77,6,133,22,D2
935,10,9,139,9,17,0,49,6,56,1,155,4,21,27,232,7,68,17,82,15,D3
936,13,9,253,21,67,3,266,28,28,19,246,21,48,23,40,9,58,7,88,12,D2
937,94,9,272,28,89,23,94,20,46,28,281,19,81,12,20,25,60,0,234,14,D5
938,27,9,163,-5,70,16,33,15,25,14,89,10,95,6,37,11,76,15,67,12,D4
939,21,11,139,-5,2,1,256,3,84,11,183,9,12,25,48,1,67,19,236,26,D3
940,17,13,252,13,36,10,6,20,17,19,195,19,28,15,157,19,3,19,9,10,D1
941,27,3,178,2,72,21,9,11,40,0,62,0,16,28,248,5,23,6,280,0,D3
942,63,5,204,18,26,12,141,5,12,19,295,29,67,17,123,28,14,27,272,9,D1
943,4,22,220,18,83,25,225,6,39,6,248,3,63,3,41,-5,25,22,72,27,D4
944,63,27,87,8,56,22,263,24,41,21,124,13,97,25,155,0,73,2,2,8,D4
945,75,6,106,27,2,21,34,23,96,28,67,7,25,3,30,14,2,7,250,5,D3
946,47,10,105,26,63,5,246,-5,52,27,287,20,9,17,99,20,32,10,29,13,D2
947,36,0,183,16,44,7,77,-5,38,18,228,17,37,18,282,16,93,29,280,10,D5
948,100,23,166,20,35,12,171,22,30,0,5,9,60,27,94,8,80,18,282,16,D5
949,86,3,156,27,27,28,192,7,35,24,23,5,66,17,298,6,61,27,229,22,D4
950,23,1,36,12,100,1,159,13,38,13,80,28,58,20,222,8,97,4,51,21,D2
951,32,15,90,11,91,1,193,11,47,22,102,12,35,18,173,20,96,16,207,21,D2
952,60,27,244,2,64,23,235,0,74,27,12,10,82,17,85,14,93,21,238,2,D5
953,33,4,28,9,25,4,49,5,42,0,10,27,59,24,116,4,98,14,55,8,D5
954,50,23,20,28,59,2,66,6,35,11,76,11,21,5,47,5,20,24,111,0,D2
955,88,25,40,2,76,2,54,20,40,5,296,2,44,28,134,23,5,27,11,22,D3
956,36,22,206,16,33,15,151,12,67,1,265,4,73,1,183,19,94,11,30,11,D3
957,68,28,14,21,25,12,62,9,52,9,115,29,10,26,108,24,45,20,167,9,D5
958,72,27,272,15,14,12,114,1,100,10,89,0,55,20,175,3,22,0,265,26,D3
959,66,3,27,23,32,17,192,-5,33,11,281,11,32,13,205,21,12,7,256,4,D2
960,66,9,245,18,8,10,194,25,77,20,33,20,99,7,119,9,78,24,141,2,D4
961,100,9,23,19,84,12,115,2,94,9,128,3,34,16,254,13,20,11,106,14,D3
962,90,9,0,9,12,27,57,22,81,13,101,2,16,7,292,20,41,28,295,25,D3
963,30,27,117,3,37,2,56,-5,84,26,158,8,75,29,97,15,43,21,90,16,D2
964,85,19,249,11,53,12,203,26,5,23,67,14,8,24,153,7,91,13,72,25,D1
965,70,11,206,11,5,1,176,24,67,22,91,3,73,4,207,19,39,14,287,26,D1
966,94,29,102,15,93,27,253,9,9,11,72,26,47,23,34,21,58,8,147,1,D2
967,18,15,254,9,34,26,229,11,42,14,240,14,71,23,175,5,41,2,111,26,D4
968,41,26,118,28,17,15,64,-5,52,22,185,14,23,1,49,0,100,11,71,9,D5
969,7,28,26,17,65,12,193,14,78,12,227,7,23,28,151,1,33,23,216,0,D3
970,75,26,142,3,11,24,233,6,38,13,220,22,50,19,30,26,64,15,193,5,D5
971,31,3,260,22,31,5,246,25,98,4,96,8,24,28,186,-5,81,0,251,13,D3
972,63,3,140,7,9,18,141,10,29,5,262,7,80,18,0,-5,53,6,231,29,D4
973,68,12,0,18,21,13,244,7,78,5,57,3,98,23,285,18,89,6,163,7,D5
974,65,17,202,23,82,23,150,6,7,13,143,3,33,15,298,2,1,25,298,29,D2
975,67,23,267,15,37,8,159,17,94,29,219,2,59,23,213,19,1,13,252,2,D3
976,63,25,253,28,83,14,158,0,38,1,36,19,40,5,14,-5,97,4,17,1,D5
977,73,13,130,3,50,25,107,16,38,3,295,14,28,1,84,25,79,7,151,13,D1
978,35,9,92,17,19,10,241,17,84,4,295,18,75,27,33,15,87,18,119,10,D3
979,54,29,106,25,55,20,103,29,30,12,275,1,59,29,34,5,87,0,282,24,D5
980,76,18,56,6,2,0,195,-5,43,26,261,11,30,21,47,16,46,3,121,23,D1
981,88,24,257,6,94,10,20,16,96,29,46,5,63,0,270,23,9,19,135,20,D1
982,65,20,165,17,59,7,98,21,0,17,98,26,94,14,98,23,34,15,295,15,D4
983,35,0,59,26,81,3,171,28,43,13,44,25,92,28,296,24,99,5,254,9,D5
984,54,6,46,3,72,3,295,21,90,14,225,23,4,26,14,12,7,7,223,26,D2
985,59,27,256,21,86,29,93,13,77,4,18,27,53,16,4,13,40,22,258,22,D2
986,29,11,187,2,24,29,246,29,32,18,194,14,55,15,271,6,45,23,276,5,D4
987,13,6,158,19,70,22,64,3,13,7,189,1,66,24,231,19,49,27,123,24,D2
988,96,27,53,23,42,4,253,1,20,19,279,5,18,19,229,6,56,7,283,11,D2
989,9,28,281,12,3,26,15,0,74,29,71,29,56,25,93,29,15,6,198,18,D5
990,94,7,92,11,2,29,119,-5,70,14,5,15,99,11,178,0,31,4,292,17,D4
991,54,20,231,12,34,7,102,1,62,23,93,-5,83,16,52,12,84,22,256,29,D3
992,84,4,151,10,38,28,295,23,100,9,169,20,77,1,149,17,6,17,29,10,D1
993,73,9,266,28,86,10,120,11,36,11,266,20,94,4,114,7,22,16,111,29,D4
994,54,13,133,24,83,29,125,15,4,25,263,15,44,23,296,20,16,27,39,8,D2
995,51,29,298,19,65,9,134,14,86,14,214,3,54,19,101,18,30,15,177,9,D3
996,54,6,265,28,38,16,195,23,34,18,242,0,6,4,136,24,64,17,52,-5,D5
997,73,16,298,10,40,3,20,6,27,14,125,15,45,27,144,1,53,8,20,17,D1
998,74,13,70,3,20,28,152,16,28,5,41,27,44,9,280,-5,49,20,95,19,D4
999,95,18,237,14,37,15,83,1,10,11,171,8,87,24,70,6,36,18,130,8,D1
1000,88,8,182,12,63,5,111,20,57,12,136,4,1,7,109,21,68,9,236,29,D1
1001,27,27,297,16,60,16,297,1,96,25,272,20,41,22,178,10,13,21,25,3,D2
1002,90,7,41,15,76,25,234,9,71,11,15,26,36,29,12,17,39,23,162,19,D1
1003,54,23,197,26,58,6,159,14,91,17,177,10,92,17,187,26,70,1,80,18,D3
1004,3,10,43,9,100,28,114,7,20,19,197,16,17,22,247,4,7,29,46,6,D2
1005,0,23,180,29,15,27,121,24,90,19,55,15,38,7,102,19,11,13,133,27,D3
1006,66,9,57,18,78,0,208,27,95,25,203,-5,32,3,204,0,64,20,0,16,D3
1007,40,16,291,10,43,10,214,14,9,28,41,2,29,20,279,19,91,28,252,23,D5
1008,10,2,25,28,55,23,154,7,66,23,67,24,85,18,135,12,34,11,158,18,D4
1009,1,20,111,14,69,5,71,3,84,8,211,26,62,19,66,21,97,22,126,26,D2
1010,71,25,142,14,19,13,42,16,62,0,124,7,99,0,227,22,5,27,219,27,D4
1011,79,22,81,14,53,27,51,28,76,25,277,8,61,16,265,18,92,0,170,23,D5
1012,2,26,95,9,84,27,100,2,3,23,54,-5,9,9,255,15,42,4,11,23,D2
1013,6,21,231,27,99,16,61,9,57,9,208,3,83,16,295,23,57,6,223,1,D5
1014,81,27,59,-5,20,26,238,10,69,26,112,22,41,14,298,24,77,21,269,5,D5
1015,45,10,264,17,41,7,221,18,81,2,289,12,32,25,161,22,50,12,160,9,D3
1016,84,6,251,25,96,13,62,24,86,8,271,7,8,3,226,15,23,8,243,3,D3
1017,41,18,103,7,30,24,208,28,100,24,238,24,10,13,260,11,3,2,34,18,D3
1018,1,9,227,16,94,13,166,10,61,2,21,5,69,17,91,14,11,16,158,28,D2
1019,13,18,241,0,7,23,230,18,43,28,115,10,25,22,1,16,93,14,88,26,D5
1020,99,18,27,14,2,5,151,1,68,0,3,18,67,11,264,15,53,18,14,2,D4
1021,32,12,76,21,96,23,129,0,100,19,236,5,85,14,156,22,87,2,202,2,D5
1022,73,9,119,1,97,17,204,13,5,17,74,28,15,22,222,9,75,24,66,9,D1
1023,100,7,288,3,33,20,116,16,68,22,150,10,42,8,49,9,44,5,11,16,D1
1024,36,10,81,8,43,3,62,8,30,3,260,25,55,20,32,6,61,13,92,28,D2
1025,26,29,217,19,58,21,25,16,60,14,279,4,5,2,276,18,11,6,38,23,D3
1026,88,16,247,23,51,23,75,27,99,19,207,27,82,2,54,3,18,19,161,-5,D4
1027,94,8,214,10,24,13,264,13,18,4,267,14,59,20,140,2,0,5,217,19,D1
1028,30,13,282,24,82,11,200,23,89,8,57,24,24,7,212,25,49,22,87,20,D2
1029,46,9,297,12,69,11,44,26,28,1,118,12,88,3,98,14,3,1,213,20,D4
1030,48,24,87,12,6,1,98,0,22,4,239,12,59,17,171,19,83,6,100,5,D5
1031,65,8,52,25,78,6,284,16,9,12,282,12,25,10,216,15,73,1,35,24,D2
1032,17,8,280,8,40,19,211,8,30,18,206,26,13,1,108,3,70,22,180,1,D5
1033,23,21,249,23,54,20,29,9,23,20,185,24,3,24,86,26,64,8,48,2,D5
1034,25,15,274,10,98,27,134,9,68,3,31,15,70,26,79,6,11,17,51,29,D2
1035,33,14,131,7,59,6,256,10,27,25,62,11,13,7,200,14,9,22,92,4,D2
1036,39,24,47,23,50,27,82,23,57,7,116,22,36,29,254,23,91,10,41,13,D5
1037,80,27,229,21,10,11,234,27,6,18,295,0,83,4,126,6,74,12,21,26,D4
1038,95,28,102,8,63,1,126,25,16,11,266,-5,20,13,256,1,61,4,146,8,D5
1039,64,27,123,16,15,14,73,12,40,3,254,7,6,17,253,21,8,4,220,26,D3
1040,92,1,28,13,18,9,132,6,90,9,246,6,66,20,79,15,25,25,54,17,D3
1041,2,4,73,13,74,10,191,6,6,0,103,13,80,16,58,0,76,11,18,7,D2
1042,83,9,12,4,70,3,100,6,78,20,121,24,90,6,91,7,4,22,218,18,D4
1043,25,24,197,16,75,5,45,-5,42,28,117,7,57,6,152,26,1,0,208,13,D2
1044,44,11,179,25,84,10,116,18,7,5,66,22,1,17,125,18,61,23,162,14,D2
1045,37,17,244,14,40,11,299,25,82,5,237,6,95,2,189,20,7,21,132,26,D3
1046,44,14,68,25,39,0,103,-5,35,26,147,9,79,6,251,25,54,2,12,27,D2
1047,4,15,180,18,52,26,180,12,0,4,295,2,27,8,293,9,41,5,198,3,D5
1048,24,0,192,13,42,24,288,0,26,22,236,23,83,24,266,20,14,6,117,17,D2
1049,31,28,196,0,22,15,181,18,34,28,136,-5,8,20,42,-5,98,15,300,3,D5
1050,69,17,159,25,82,19,242,-5,41,2,213,10,59,22,246,28,60,0,17,15,D2
1051,21,16,290,22,10,7,149,28,73,29,63,19,66,5,262,24,30,8,230,10,D4
1052,85,20,53,2,19,4,190,5,33,26,156,24,53,15,168,18,65,26,168,22,D1
1053,6,14,151,18,84,0,46,19,73,17,55,29,94,19,81,4,20,28,228,20,D4
1054,1,10,264,0,74,24,83,24,10,4,56,18,23,25,76,28,8,10,48,17,D1
1055,94,10,293,14,49,27,82,25,58,8,66,-5,95,19,187,28,21,14,65,28,D1
1056,16,27,246,11,75,22,262,7,82,26,281,14,25,25,81,13,35,20,45,27,D2
1057,46,17,14,6,76,10,49,21,61,14,211,17,55,21,8,13,79,17,40,6,D5
1058,42,24,234,20,84,2,261,2,2,27,82,24,23,4,15,23,98,24,26,5,D2
1059,21,2,275,9,0,1,209,29,62,20,267,16,81,1,210,22,81,29,296,23,D4
1060,22,27,271,9,37,15,142,29,79,22,286,20,73,14,220,18,69,23,125,13,D4
1061,44,22,196,14,53,4,109,2,13,5,223,-5,86,22,278,2,73,5,75,5,D4
1062,66,11,48,5,85,9,268,13,26,18,196,7,40,13,18,5,99,16,243,19,D2
1063,59,22,137,25,17,6,9,27,0,0,182,8,65,20,9,22,61,16,21,26,D3
1064,55,26,107,5,76,4,152,9,1,23,19,2,52,17,277,28,39,0,275,18,D2
1065,13,15,178,-5,69,20,141,16,85,28,16,6,100,10,84,3,40,27,136,27,D4
1066,98,26,178,11,48,2,5,15,56,1,268,4,73,27,151,29,62,10,243,22,D3
1067,26,4,268,5,21,29,235,18,55,23,203,13,16,0,96,16,55,16,243,1,D5
1068,99,6,14,6,96,2,197,6,50,26,134,15,67,6,282,7,24,7,85,7,D2
1069,46,15,246,13,8,24,11,26,42,6,285,11,62,19,255,15,61,5,164,-5,D5
1070,21,1,35,11,79,11,133,9,76,17,178,29,81,24,295,1,44,26,92,29,D4
1071,80,22,92,21,96,15,6,2,36,4,114,6,58,4,272,18,68,15,129,16,D2
1072,92,14,207,19,26,14,27,4,0,26,222,7,29,21,55,14,66,29,141,18,D1
1073,16,11,172,4,73,29,143,9,23,19,30,18,34,5,39,18,82,11,211,6,D5
1074,1,15,40,5,35,22,60,26,13,27,8,24,70,23,179,13,10,13,273,28,D4
1075,78,29,158,22,70,12,18,10,6,25,96,3,70,4,117,6,36,16,266,8,D4
1076,31,13,220,21,99,29,167,16,71,2,26,15,38,26,222,8,65,21,41,-5,D5
1077,31,15,119,3,86,11,79,19,88,5,36,9,60,0,196,13,75,18,296,11,D3
1078,66,11,31,23,98,16,253,3,30,9,248,-5,2,25,210,7,89,1,273,13,D2
1079,68,6,10,17,23,11,163,13,58,19,166,13,47,2,31,12,15,15,11,22,D1
1080,73,10,188,-5,27,23,241,29,18,27,51,21,22,23,54,24,32,8,121,23,D1
1081,77,24,69,22,94,3,28,1,92,26,214,11,52,16,257,5,71,9,266,17,D2
1082,33,29,296,22,2,12,2,3,67,1,15,1,47,19,297,0,26,26,295,0,D3
1083,80,15,249,10,90,29,244,-5,42,9,241,18,76,9,206,1,9,22,273,24,D4
1084,12,1,143,28,82,0,57,2,96,29,153,-5,38,16,257,18,46,20,151,25,D2
1085,2,13,84,3,20,21,128,15,69,19,57,19,54,4,295,26,75,16,221,25,D4
1086,34,25,108,13,81,24,188,24,55,0,205,-5,71,17,143,14,29,12,159,13,D3
1087,62,26,77,18,36,6,202,11,62,3,185,7,9,19,62,4,36,29,137,18,D3
1088,74,26,252,1,8,1,94,8,48,26,280,9,66,12,16,1,14,11,116,18,D1
1089,93,8,285,12,21,0,280,0,19,16,265,10,0,8,285,9,23,4,245,0,D1
1090,70,10,236,13,99,22,10,26,59,1,223,0,57,18,163,6,41,17,145,17,D3
1091,70,9,181,5,71,0,178,8,77,27,78,6,78,6,116,27,89,29,158,-5,D2
1092,35,15,35,12,50,6,288,21,89,24,258,22,17,7,189,9,7,21,200,19,D3
1093,71,10,33,-5,61,24,267,15,66,27,119,12,70,5,226,3,82,3,80,19,D4
1094,78,11,81,26,19,9,294,26,38,12,76,21,61,4,57,4,59,26,104,21,D4
1095,76,25,227,26,12,19,37,5,24,2,17,15,67,26,212,22,42,3,178,10,D5
1096,65,2,168,11,0,1,219,20,54,2,272,-5,24,17,244,3,36,24,230,14,D3
1097,18,3,267,8,4,21,115,16,16,11,43,24,79,27,124,8,21,25,123,0,D4
1098,20,22,37,4,83,3,126,25,3,26,136,8,33,13,293,2,60,26,234,28,D2
1099,60,6,47,8,31,27,238,26,13,1,41,7,69,9,68,2,34,3,18,4,D4
1100,4,15,32,12,27,4,103,23,11,0,174,13,3,15,181,20,98,16,257,3,D5
1101,92,8,174,10,60,12,148,12,17,5,288,5,85,4,36,7,52,6,38,22,D1
1102,31,17,241,20,83,19,254,25,11,5,124,26,90,14,141,20,64,0,203,9,D5
1103,66,19,146,12,26,26,298,16,57,8,64,24,74,29,218,4,10,18,41,18,D4
1104,96,21,292,24,72,4,125,21,64,5,161,11,33,25,283,12,9,28,186,20,D3
1105,52,8,15,21,48,12,22,3,17,28,182,26,87,10,102,18,52,21,271,7,D4
1106,15,25,142,-5,73,17,16,5,61,23,137,20,94,7,164,-5,39,18,77,4,D4
1107,14,6,272,13,25,12,219,24,84,28,162,0,38,0,61,15,30,4,300,19,D3
1108,77,13,92,18,55,11,265,16,65,14,62,11,78,21,107,10,76,17,106,27,D4
1109,17,8,233,25,34,13,268,10,23,13,30,2,27,5,82,25,15,7,154,-5,D5
1110,72,14,184,5,32,12,242,9,32,8,170,21,60,2,106,3,95,15,175,3,D5
1111,72,26,240,1,1,28,17,-5,79,18,27,12,44,8,24,19,15,7,268,21,D1
1112,50,12,16,9,51,21,74,27,47,0,50,0,39,17,248,24,16,12,230,25,D3
1113,6,17,27,13,83,2,49,22,3,0,9,26,77,19,8,24,8,23,53,20,D2
1114,5,2,154,24,23,14,153,-5,76,18,43,16,83,0,275,29,3,8,266,17,D4
1115,24,0,105,10,93,22,129,14,95,11,292,21,80,0,86,10,49,11,137,5,D4
1116,94,14,10,21,25,26,298,16,54,1,228,20,17,10,73,8,2,16,100,12,D3
1117,16,12,218,2,42,19,19,11,17,9,13,24,35,27,168,11,14,2,277,-5,D5
1118,42,16,117,25,75,23,294,0,96,13,76,20,73,22,257,3,25,6,115,13,D2
1119,69,29,162,26,20,8,99,12,89,8,122,9,9,14,83,17,21,28,32,10,D3
1120,46,12,51,27,75,16,177,24,81,28,106,7,21,28,99,25,75,18,60,20,D3
1121,89,1,52,28,93,6,199,-5,54,9,23,21,48,24,211,27,1,22,30,13,D2
1122,43,24,208,-5,47,4,263,1,47,14,190,8,57,10,148,2,46,16,274,16,D2
1123,71,10,83,19,48,5,168,5,57,3,7,20,54,5,6,28,13,27,100,7,D2
1124,67,24,31,11,16,20,159,20,90,4,48,7,84,19,172,3,44,21,92,6,D3
1125,78,7,57,22,28,22,138,19,88,0,214,4,79,18,55,26,43,1,87,18,D3
1126,31,7,130,9,95,0,68,14,49,29,41,27,61,26,40,-5,37,8,239,20,D2
1127,52,29,217,16,67,3,178,9,80,11,70,12,67,3,231,4,48,13,53,26,D4
1128,78,10,226,17,36,22,166,18,1,0,137,12,13,7,143,25,55,12,226,10,D1
1129,95,18,292,3,6,2,291,25,77,11,22,19,56,10,149,27,16,16,139,28,D1
1130,27,25,149,16,28,12,200,22,52,20,243,3,70,2,23,7,89,27,90,9,D4
1131,18,8,88,7,44,16,163,24,17,15,209,15,24,0,234,24,31,19,239,13,D1
1132,10,8,20,28,6,19,300,3,40,19,51,21,40,2,155,7,90,24,168,21,D4
1133,88,13,227,10,80,24,73,15,47,3,161,14,97,13,213,5,46,21,0,12,D4
1134,16,20,157,1,96,3,131,23,27,13,285,20,2,8,31,5,31,16,245,28,D2
1135,4,29,166,22,50,24,106,3,68,9,9,29,67,22,286,11,73,14,276,14,D5
1136,68,6,186,8,91,8,224,-5,49,13,129,6,100,24,68,15,13,4,27,22,D2
1137,4,19,80,14,62,17,224,27,26,26,292,2,90,14,142,23,85,17,111,12,D5
1138,7,4,70,5,45,10,187,23,24,0,108,21,30,12,86,23,99,11,65,19,D5
1139,64,7,90,23,72,8,203,22,89,3,107,10,8,13,117,8,67,3,177,2,D5
1140,16,20,95,4,87,24,274,2,70,8,18,19,95,18,291,9,39,29,7,27,D4
1141,89,11,40,9,98,6,13,0,42,0,15,10,63,18,87,10,21,5,204,3,D2
1142,63,24,176,28,3,1,278,13,50,25,31,17,72,1,187,28,84,28,266,17,D5
1143,56,10,162,12,100,3,112,8,58,12,6,12,94,9,219,9,37,2,221,28,D2
1144,11,20,92,0,84,16,111,5,53,5,168,4,48,24,226,24,19,26,89,-5,D2
1145,53,15,25,6,43,3,81,-5,75,10,86,28,10,22,101,7,26,3,120,13,D2
1146,61,17,201,8,49,1,35,9,47,4,285,13,49,6,84,13,2,29,233,0,D3
1147,83,10,273,15,78,6,244,23,26,20,236,1,17,19,156,6,25,23,264,19,D1
1148,77,17,42,27,87,10,249,0,99,8,68,22,25,27,243,12,93,28,7,22,D2
1149,25,9,166,14,36,13,174,17,93,5,199,5,45,28,266,9,15,14,58,18,D3
1150,71,29,29,8,77,0,225,14,59,6,226,14,0,25,256,15,58,6,31,22,D2
1151,53,7,182,3,67,3,219,25,20,10,7,1,4,17,132,10,73,14,63,13,D1
1152,89,20,239,25,81,20,32,20,0,21,93,18,72,24,213,5,96,26,297,9,D5
1153,32,13,24,3,68,18,275,10,41,26,280,7,38,29,183,0,51,6,161,22,D2
1154,37,1,176,1,57,22,183,11,68,20,271,24,82,23,267,24,97,9,3,13,D5
1155,19,4,91,6,63,29,146,26,50,12,277,25,28,3,196,28,97,13,234,19,D5
1156,95,12,293,15,13,8,13,5,51,13,289,2,83,9,68,19,91,7,3,1,D5
1157,52,4,213,19,44,10,264,5,52,4,77,11,90,25,106,10,3,13,287,25,D2
1158,17,22,297,29,50,24,230,11,19,3,258,16,37,12,210,29,27,27,63,0,D2
1159,40,5,117,22,81,18,133,29,73,25,136,15,72,24,298,14,50,19,229,24,D4
1160,20,9,292,1,43,23,251,22,88,13,111,20,90,17,135,18,10,24,126,8,D4
1161,15,27,238,26,84,8,27,2,43,25,18,19,44,15,236,23,89,5,245,10,D5
1162,8,6,2,18,61,11,201,10,62,13,25,4,94,8,276,29,32,29,71,16,D4
1163,13,20,204,11,43,27,249,19,94,28,77,10,16,11,291,16,62,23,149,29,D3
1164,80,24,288,9,1,0,91,12,73,26,255,23,69,6,107,14,14,26,54,10,D1
1165,0,20,84,27,78,6,9,22,47,25,132,28,52,19,284,14,51,28,264,3,D5
1166,21,11,242,26,97,14,150,11,88,19,216,17,95,21,69,26,4,2,63,6,D2
1167,58,25,80,26,83,23,154,5,53,1,96,0,31,17,52,14,75,12,259,24,D3
1168,34,20,19,16,73,8,270,0,20,3,286,6,17,9,97,7,12,20,5,25,D2
1169,22,22,199,10,24,3,132,27,95,27,115,24,10,26,96,12,89,11,173,4,D5
1170,83,11,288,12,61,7,212,2,12,28,266,23,13,23,165,2,55,12,88,20,D1
1171,24,15,145,26,25,13,177,7,39,11,45,16,47,15,290,0,99,19,273,19,D5
1172,51,27,255,28,44,9,193,15,2,25,268,2,20,29,170,0,77,23,165,11,D5
1173,46,22,196,26,86,20,260,10,70,12,200,15,0,0,133,16,96,5,128,18,D5
1174,65,13,218,13,79,15,167,8,51,19,145,4,73,23,267,28,53,4,299,11,D2
1175,9,19,160,15,12,17,65,18,15,4,166,20,4,22,262,24,58,1,244,26,D5
1176,93,2,290,13,30,26,9,5,83,27,46,19,56,20,75,24,19,14,197,17,D1
1177,55,16,108,19,1,13,36,15,59,24,38,2,40,24,202,2,74,29,261,14,D5
1178,69,20,100,3,27,18,214,20,95,10,168,2,17,11,78,22,55,15,263,4,D3
1179,77,8,79,22,81,15,18,10,97,8,55,5,47,7,199,8,20,25,271,4,D3
1180,5,12,138,13,97,1,178,0,2,22,187,17,90,24,255,8,51,5,61,20,D2
1181,70,5,6,7,63,24,242,7,46,15,141,13,47,10,194,13,26,15,264,12,D1
1182,64,21,62,19,74,21,185,0,62,3,279,22,59,14,209,0,91,29,297,12,D2
1183,97,8,150,23,59,8,37,27,78,27,12,26,21,26,57,8,83,12,68,14,D1
1184,47,10,202,9,24,18,87,11,45,20,60,0,3,25,267,2,74,19,79,17,D1
1185,14,7,178,10,20,20,122,20,58,11,171,-5,2,27,62,18,77,14,16,13,D3
1186,21,11,242,8,25,20,122,29,3,15,114,24,27,17,203,26,40,25,243,26,D1
1187,10,21,242,18,42,22,277,12,34,19,196,25,27,22,22,14,32,19,191,16,D2
1188,71,13,3,1,54,26,255,25,8,17,219,9,92,7,230,10,43,29,269,12,D4
1189,89,23,37,21,52,14,282,21,90,27,119,1,47,1,231,29,62,21,280,21,D3
1190,51,25,187,19,48,29,163,13,3,29,221,28,93,10,162,14,49,27,224,20,D4
1191,79,17,108,29,100,27,294,0,85,1,12,0,11,18,48,25,73,8,179,15,D2
1192,82,14,204,10,29,2,5,16,44,14,212,13,50,20,54,13,65,1,51,14,D1
1193,59,16,175,-5,85,21,92,29,64,11,94,19,29,19,180,4,19,25,73,-5,D1
1194,28,24,190,18,69,2,279,12,37,22,88,11,11,9,120,10,98,11,118,28,D2
1195,70,5,202,-5,48,7,286,19,36,12,8,3,95,24,175,1,16,5,261,26,D1
1196,57,22,143,3,93,16,141,29,56,27,225,20,77,6,115,0,9,10,144,10,D4
1197,95,11,145,0,61,0,289,1,46,20,286,21,50,18,212,28,7,1,84,10,D1
1198,51,29,231,0,6,11,281,27,7,8,42,25,13,28,221,20,24,8,156,11,D1
1199,75,11,115,24,12,25,89,0,57,22,211,25,68,23,91,25,97,3,159,20,D5
1200,2,21,60,25,56,28,155,29,91,2,55,9,99,8,220,13,85,12,243,27,D4
1201,7,28,259,7,18,4,149,4,58,20,290,16,53,7,112,29,97,23,196,9,D5
1202,85,25,63,22,41,19,291,11,76,3,193,19,82,10,190,24,86,7,274,14,D5
1203,95,5,125,8,66,8,177,12,77,4,245,2,73,18,65,29,16,1,11,6,D3
1204,16,5,234,3,66,22,187,10,37,19,87,11,62,20,177,14,5,28,245,13,D2
1205,42,9,55,1,82,16,279,11,77,0,25,0,37,23,202,21,16,6,2,9,D3
1206,92,22,300,22,47,0,53,27,17,4,212,8,4,15,157,17,52,26,102,6,D1
1207,59,2,174,19,89,12,163,23,84,19,5,16,64,0,77,8,54,9,171,2,D4
1208,74,16,23,28,92,8,89,29,16,22,165,18,69,14,270,-5,52,7,129,18,D4
1209,37,19,238,28,33,22,117,27,66,8,246,9,47,24,262,23,78,10,127,22,D3
1210,60,14,264,20,78,13,234,24,71,10,155,8,27,1,198,6,22,10,149,24,D3
1211,89,10,135,22,81,12,171,15,98,29,1,26,11,25,109,15,87,1,189,8,D5
1212,66,21,236,25,72,14,166,8,71,18,69,19,86,29,1,29,53,26,296,27,D2
1213,17,22,3,21,81,27,99,29,97,7,23,27,9,11,105,15,17,5,79,8,D3
1214,4,2,268,0,15,15,44,10,35,23,37,22,92,10,242,13,24,19,243,5,D4
1215,41,1,241,11,1,21,175,0,44,18,208,28,98,21,40,28,72,19,112,6,D5
1216,42,20,135,0,54,18,197,15,6,10,275,29,35,27,115,15,43,21,269,25,D1
1217,43,25,50,20,74,17,120,25,1,14,231,21,68,23,211,3,12,21,31,6,D4
1218,65,20,186,14,80,1,143,28,39,26,53,11,12,11,3,14,58,16,44,29,D2
1219,82,21,77,13,11,27,233,19,10,19,78,13,90,14,67,0,8,8,205,12,D4
1220,17,15,84,10,74,15,50,0,55,2,294,17,9,23,189,5,96,29,0,0,D2
1221,33,3,7,27,16,15,60,5,12,18,194,0,96,19,258,18,99,16,110,-5,D5
